N¯ chambre;Chambre;Nom de l'entitÇ;Nature juridique;Sigle
3;Troisiäme chambre;UNIVERSITE AIX-MARSEILLE ( FUSION AVEC ID 5275 PRES EPCS AIX-MARSEILLE UNIVERSITE DECRET 2012-177 DU 06-02-2012);EPSCP;UAM
5;Cinquiäme chambre;RENOUVELLEMENT URBAIN DES QUARTIERS SEINE ESSONNE GIP;GIP;RUQSE
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE BLANCHISSERIE INTERHOSPITALIERE DU PAYS DE VITRE;GCS;BIPV
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ Paris-Seine (COMUE) ;EPA-EPCS;UPGO
6;Sixiäme chambre;GCS : FILIERE GERIATRIQUE DU TERRITOIRE VALENCIENNOIS;GCS;FGTV
6;Sixiäme chambre;GCS CENTRE D'ANGIOPLASTIE DU BEAUJOLAIS;GCS;CAB
6;Sixiäme chambre;GCS POLE REGIONAL DE REFERENCE EN CANCEROLOGIE PACA OUEST;;PRRC
6;Sixiäme chambre;GCS : DU TERRITOIRE DE RREMIER RECOURS DE L'HOPITAL D'UZES;GCS;TSPRHU
6;Sixiäme chambre;GCS RESEAU INTERREGIONAL POUR LE SYSTEME D'INFORMATION DE L'AIDE MEDICALE;;RRAMUHN
6;Sixiäme chambre;GCS : FLORIVAL- HARTH-VALLEE;GCS;FHV
6;Sixiäme chambre;GCS MERRI MONTPELLIER-NIMES;GCS;MERRI
6;Sixiäme chambre;GCS NORD HAUTE-MARNE;GCS;NHM
6;Sixiäme chambre;GCS DE PLAISIR;;PL
6;Sixiäme chambre;"GCSMS ""COORDINATION GEROTONLOGIQUE DE LA COTE SUD DES LANDES""";GCSMS;CGCSL
6;Sixiäme chambre;"GCSMS ""INTER ETABLISSEMENT DU SUD MANCHE""";GCSMS;ISM
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE ACHATS DU CENTRE;GCS;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE BIOLOGIE DU TERRITOIRE DE HAUTE-SAVOIE NORD;GCS;
4;Quatriäme chambre;CONSEIL NATIONAL DES ACTIVITES PRIVEES DE SECURITE;EPA;CNAPS
3;Troisiäme chambre;Campus condorcet;EPA-EPCS;CC
3;Troisiäme chambre;GIP Guyane base avancÇe 2014-2016 ;GIP;GBA
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DU TERRITOIRE N¯6 DE BRETAGNE;GCS;
3;Troisiäme chambre;Institut national des sciences appliquÇes de Strasbourg ;EPSCP;INSA
7;Septiäme chambre;Parc national des Calanques;EPA;PNCAL
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DU PAYS D'AIX;;GCS
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""BLANCHISSERIE INTERHOSPITALIERE AVEYRONNAISE""";GCS;GCS
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements Institut polytechnique du Grand Paris (COMUE) ;EPA-EPCS;CIDF
3;Troisiäme chambre;êtablissement public UniversitÇ fÇdÇrale europÇenne Champagne-Ardenne-Picardie PRES ;EPA-EPCS;UFECAP
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANTAIRE DE CANCEROLOGIE PUBLIQUE;GCS;GCS
2;Deuxiäme chambre;Mission du centenaire de la premiäre guerre mondiale 1914-2014;GIP;MCPGM
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE SYSTEME D'INFORMATION REGIONAL DE SANTE DE  BASTIA (SIRS-CO);;GCS
5;Cinquiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DE SANTE MENTALE DU GOLFE DU MORBIHAN;GCS;
7;Septiäme chambre;AgroSup, Tech Est - Institut pour le dÇveloppement de formations supÇrieures agricoles professionnalisÇes ;GIP;
6;Sixiäme chambre;GCS BLANCHISSERIE INTER-HOSPITALIERE DU GRAND CLERMONT;GCS;BIHGC
5;Cinquiäme chambre;FORMATION EMPLOI DES PERSONNES HANDICAPEES GIP;GIP;FEPH
6;Sixiäme chambre;GCS PENTHIEVRE SANTE;;PS
1;Premiäre chambre;DIRECTION DES RESIDENTS A L'ETRANGER ET DES SERVICES GENERAUX (DRESG);;DRESG
6;Sixiäme chambre;GCS - POUR L'ACTIVITE DE STERILISATION INTERHOSPITALIERE COTE D'OPALE;;CRFMLT
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Centre de rÇadaptation fonctionnelle Maubreuil-La Tourmaline";GCS;ASICO
6;Sixiäme chambre;GCS - CHIRURGIE DU SUD-FINISTERE;GCS;CSF
6;Sixiäme chambre;Groupement de coopÇration sanitaire Hospitalo-Universitaire Rhìne-Alpes-Auvergne ;GCS;HOURAA
6;Sixiäme chambre;GCS SYSTEME D'INFORMATION DE L'ESTUAIRE;GCS;SIE
3;Troisiäme chambre;ComitÇ national des jeux de la francophonie Nice France 2013;GIP;CNJF
6;Sixiäme chambre;"GCSMS "" BLANCHISSERIE DES ETABLISSEMENTS DE SANTE DE PROXIMITE DE DARNEY LAMARCHE DU VAL DU MADON ET DE L'EPISOME DE MONTHUREUX SUR SAONE";GCMS;GCSMS
6;Sixiäme chambre;GCS centre hospitalier intercommunal d'Alenáon-Mamers et du centre psychothÇrapique de l'Orne;GCS;
6;Sixiäme chambre;GCS SYSTEME INFORMATISE D'ADMINISTRATION DU PROCESSUS DE SOIN;GCS;SINAPS
6;Sixiäme chambre;GCS LA TRACE;GCS;LA TRACE
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ de recherche Paris sciences et lettres - PSL Research University (COMUE);EPA-EPCS;PSL
3;Troisiäme chambre;INSTITUT POLYTECHNIQUE DE BORDEAUX (REGROUPE LES ID 3274 ENSERB ET 1880 ENSC);;IPB
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ Paris Lumiäres (COMUE) ;EPA-EPCS;UPL
5;Cinquiäme chambre;"ORGANISME GESTIONNAIRE DU DEVELOPPEMENTPROFESSIONNEL CONTINU ""OGDPC"" GIP";GIP;OGDPC
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DU NORD -OUEST TOURAINE;;NOT
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""CENTRE REGIONAL DE COMPETENCE EN SURDITE INFANTILE""";GCS;CRSI
2;Deuxiäme chambre;ComitÇ national des jeux mondiaux militaires d'hiver Annecy 2013;GIP;CNJMMHA
6;Sixiäme chambre;GCSMS-MAIA DU LITTORAL ET DES FLANDRES;GCSMS;MAIALF
3;Troisiäme chambre;UNIVERSITE D'ARTOIS;EPSCP;UNIVERSITE
3;Troisiäme chambre;UNIVERSITE DU LITTORAL COTE D'OPALE;EPSCP;UNIVERSITE
3;Troisiäme chambre;UNIVERSITE DE LA ROCHELLE;EPSCP;UNIVERSITE
3;Troisiäme chambre;UNIVERSITE DE NIMES (UNIMES);;UNIVERSITE
3;Troisiäme chambre;UNIVERSITE DE BRETAGNE-SUD;EPSCP;UNIVERSITE
7;Septiäme chambre;"Groupement d'intÇràt public ""Agence franáaise des villes et territoires mÇditerranÇens durables""";GIP;AVITEM
7;Septiäme chambre;AÇroport Martinique AimÇ CÇsaire (sociÇtÇ par actions);;SAMAC
4;Quatriäme chambre;"ETABLISSEMENT PUBLIC ""CAMPUS FRANCE """;EPIC;CAMPUS
4;Quatriäme chambre;"Groupement d'intÇràt public ""Conseil dÇpartemental de l' accäs au droit de Mayotte""";GIP;CDAD
6;Sixiäme chambre;"GCS ""DE RESTAURATION VIENNE - BEAUREPAIRE""";GCS;GCS
7;Septiäme chambre;GRAND PORT MARITIME DE LA REUNION;EPIC;GPMDLR
7;Septiäme chambre;GRAND PORT MARITIME DE LA GUYANE;EPIC;GPMDLG
7;Septiäme chambre;GRAND PORT MARITIME DE LA MARTINIQUE;EPIC;GPMDLM
6;Sixiäme chambre;GCS DE MEDECINE D'URGENCE DU SUD FINISTERE;GCS;MUSF
6;Sixiäme chambre;"GCS "" MEDICO -TECHNIQUE ET LOGISTIQUE DU SUD FINISTERE """;GCS;MTLSF
6;Sixiäme chambre;"GCS ""AUBAGNE LA CIOTAT - LABORATOIRE INTERHOSPITALIER """;GCS;ALC-LH
6;Sixiäme chambre;"GCS "" PHARMACOOPE """;GCS;PHARMA
6;Sixiäme chambre;"GCS ""INFOTECH 36 """;GCS;I36
6;Sixiäme chambre;"GCS ""BLANCHISSERIE SUD TOURAINE """;GCS;BST
5;Cinquiäme chambre;COOPERATION POUR L'EMPLOI ET LA FORMATION EN SANTE DANS LE CANTAL (COEF 15 - SANTE) GCSMS;GCSMS;GCMS
3;Troisiäme chambre;êtablissement public Paris-Saclay;EPIC;EPPS
3;Troisiäme chambre;INSTITUT D'ETUDES POLITIQUES DE LILLE;EPA;IEP
6;Sixiäme chambre;"GROUPEMENT SANITAIRE DE RYTHMOLOGIE DE BOULOGNE SUR MER ""BOULOGNE - GCS RYTHMOLOGIE""";GCS;GCS
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE BLANCHISSERIE INTER-HOSPITALIER DU LITTORAL;GCS;GCS
5;Cinquiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ET MEDICO SOCIALE DE RESTAURATION "" AU FIL DU RHONE """;GCSMS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire Correzien;GCS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire Restauration Nord-Drìme;;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire des Alpes du Sud;GCS;GCSAS
5;Cinquiäme chambre;"GCSMS "" ESTUAIRE """;;GCSMS
5;Cinquiäme chambre;"GCSMS "" ESPACES ANJOU """;;EA
6;Sixiäme chambre;COMITE DE PROTECTION DES PERSONNES SUD EST V;;CPP
6;Sixiäme chambre;COMITE DE PROTECTION DES PERSONNES EST III;;CPP
7;Septiäme chambre;OIER PLANFUM : informatique et dÇveloppement;EP;OIER
3;Troisiäme chambre;Observatoire de la Cìte-d'Azur ;EPA;OCA
6;Sixiäme chambre;GCS Coordination nationale des CHU-CHR en matiäre de recherche et d'innovation mÇdicales;;GCS
6;Sixiäme chambre;GCS blanchisserie du GÇnevois et de la VallÇe de l'Arve;;GCS
6;Sixiäme chambre;GCS blanchisserie Besanáon-Novillars;;GCS
6;Sixiäme chambre;GCS hospitalo-universitaire Lille-Armentiäres;;GCSHU
6;Sixiäme chambre;GCS centre de traitement textile hospitalier;GCS;GCS
6;Sixiäme chambre;GCS blanchisserie Ouest-HÇrault;;GCS
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE "" DES HOPITAUX DE SARREGUEMINES """;GCS;GCS HS
6;Sixiäme chambre;GCS des Yvelines Sud;GCS;GCS YS
6;Sixiäme chambre;GCS mÇdico-technique et logistique Loire et Sologne;GCS;GCS HA
6;Sixiäme chambre;GCS des Hautes-Alpes;;GCS HA
4;Quatriäme chambre;"CONSEIL NATIONAL DES COMMUNES "" COMPAGNONS DE LA LIBERATION """;EPA;CNC
6;Sixiäme chambre;GCS  IRM des CH de Guingamp, Lannion et Morlaix ;GCS;IGLM
3;Troisiäme chambre;MUSEE DES CIVLISATIONS DE L'EUROPE ET DE LA MEDITERRANEE (MUCEM );;MUCEM
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE V""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE VI""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE VII""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE VIII""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE XI""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""NORD-OUEST I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""NORD-OUEST II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""NORD-OUEST III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""NORD-OUEST IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST V""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""OUEST VI""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""EST I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""EST II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""EST IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD EST I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-EST II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-EST III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-EST IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-EST VI""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD MEDITERRANEE I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-MEDITERRANEE II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD MEDITERRANEE III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD MEDITERRANEE IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD MEDITERRANEE V""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-OUEST ET OUTRE MER I""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD-OUEST ET OUTRE MER II""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD OUEST ET OUTRE MER III""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""SUD OUEST ET OUTRE MER IV""";;CPP
6;Sixiäme chambre;"COMITE DE PROTECTION DES PERSONNES ""ILE DE FRANCE X""";;CPP
3;Troisiäme chambre;Centre universitaire de formation et de recherche Jean-Franáois Champollion ;EPA;CUFR JF CHAMPOLLION
7;Septiäme chambre;Etablissement public d'amÇnagement d'Alzette-Belval;EPIC;EPAB
6;Sixiäme chambre;Agence Nationale de sÇcuritÇ du mÇdicament et des produits de santÇ;EPA;ANSM
3;Troisiäme chambre;CENTRE REGIONAL DE DOCUMENTATION PEDAGOGIQUE DE LA GUADELOUPE;EPA;
3;Troisiäme chambre;Institut national des sciences appliquÇes Centre Val-de-Loire ;;INSA VAL DE LOIRE
7;Septiäme chambre;FONDS POUR LE DEVELOPPEMENT D'UNE POLITIQUE INTERMODAL DES TRANSPORTS DANS LE MASSIF ALPIN;EPA;FDPITMA
3;Troisiäme chambre;Agence bibliographique  de l'enseignement supÇrieur ;EPA;ABES
7;Septiäme chambre;Chambre interdÇpartementale d'agriculture Doubs-Territoire de Belfort;EPA;CIATDB
7;Septiäme chambre;Chambre interdÇpartementale d'agriculture de Savoie-Mont Blanc;EPA;CIASMB
7;Septiäme chambre;Chambre d'agriculture de RÇgion Alsace;EPA;CARA
3;Troisiäme chambre;Organisme gestionnaire de l'apprentissage dans l'enseignement supÇrieur;;OGAES
4;Quatriäme chambre;CONSEIL DEPARTEMENTAL DE L'ACCES AU DROIT DE HAUTE-LOIRE;GIP;CDAD
6;Sixiäme chambre;GCS HOSPITALO-UNIVERSITAIRE DE L'ARTOIS;;HUA
6;Sixiäme chambre;GCS LABORATOIRE INTER-HOSPITALIER DE BIOLOGIE MEDICALE DE LOT-ET-GARONNE;;LIHBMLG
5;Cinquiäme chambre;GCSMS PAYS DE CRAON;;PC
6;Sixiäme chambre;GCS INTERHOSPITALIER DES ARDENNES;;GCSIA
6;Sixiäme chambre;GCS BLANCHISSERIE INTERHOSPITALIERE DU JURA;;BIJ
6;Sixiäme chambre;GCS LOGISTIQUE ET MEDICO-TECHNIQUE EPINAL REMIREMONT;;LMTER
6;Sixiäme chambre;GCS DE LA MAYENNE;;GCS
6;Sixiäme chambre;GCS BIOLOGIE MEDICALE DU TERRITOIRE DE SANTE N¯3 DE BRETAGNE;;GCS
6;Sixiäme chambre;GCS BLANCHISSERIE;;GCS
6;Sixiäme chambre;GCS SERVICES INTER-ETABLISSEMENTS CREUSOIS SIC;GCS;SIC
6;Sixiäme chambre;GCS SYSTEME D'INFORMATION D'EURE-ET-LOIR;;SIEL
6;Sixiäme chambre;GCS SERVICE INTERHOSPITALIERS D'ARMOR;GCS;SIA
6;Sixiäme chambre;GCS BOCAGE ET GATINE;;GCS
6;Sixiäme chambre;GCS CENTRES HOSPITALIERS DE FONTAINEBLEAU ET NEMOURS;;
6;Sixiäme chambre;GROUPEMENT DE COOPERATION SANITAIRE DU CHALONNAIS;GCS;
3;Troisiäme chambre;UNIVERSITE DE BORDEAUX (FUSION DES UNIVERSITES DE BORDEAUX 1 (ID 1867), BORDEAUX II (ID 1881) ET BORDEAUX IV (ID 5923) -  A COMPTER DU 01/01/2014);EPA - EPCS;
5;Cinquiäme chambre;GCSMS MAIA PERPIGNAN;;
6;Sixiäme chambre;GCS FILIERE GERIATRIQUE DU TERRITOIRE DU DOUAISIS;;
6;Sixiäme chambre;GCS LABORATOIRE INTERHOSPITALIER DE L'AUDE, GCS DE MOYEN;;
6;Sixiäme chambre;GCS BIOLOGIE DU TERRITOIRE DE L'ARIEGE;GCS;
6;Sixiäme chambre;GCS COMMUNAUTE HOSPITALIERE DE TERRITOIRE DE L'OISE-OUEST CH2O;;
6;Sixiäme chambre;GCS INSTITUT DE CANCEROLOGIE DE BRETAGNE OCCIDENTALE;;
6;Sixiäme chambre;GCS POUR LA MUTUALISATION DE L'ACHAT HOSPITALIER DE LA REGION NORD PAS DE CALAIS;;GCS
3;Troisiäme chambre;ECOLE NORMALE SUPERIEURE DE RENNES (EN 2014 TRANSFORMATION DE L'ANTENNE DE BRETAGNE DE L'ECOLE NORMALE SUPERIEURE DE CACHAN (ID 3271) EN UNE ECOLE NORMALE SUPERIEURE DE RENNES);;
5;Cinquiäme chambre;GCSMS CHS L'ABRI;;
5;Cinquiäme chambre;GCSMS BAIE D'ARMOR GROUPEMENT SOCIAL;;
7;Septiäme chambre;AÇroport international de Strasbourg-Entzheim SA;;
3;Troisiäme chambre;êcole nationale supÇrieure de la nature et du paysage ;;
6;Sixiäme chambre;CoopÇration pour l'amÇlioration des pratiques professionnelles en santÇ en Bretagne;;CAPPS Bretagne
6;Sixiäme chambre;BLANCHISSERIE HOSPITALIERE DE BIGORRE;;BHB
4;Quatriäme chambre;INSTITUT FRANCAIS D'ALGERIE;;IFA
2;Deuxiäme chambre;Groupement pour l'innovation et le transfert de technologie en Auvergne ;GIP;GITTA
6;Sixiäme chambre;"Groupement de coopÇration sanitaire  ""GROUPEMENT D'IMAGERIE MEDICALE DE PERIGUEUX""";;GCS
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Blanchisserie interhospitaliäre de la Basse-Terre""";GCS;GCS
6;Sixiäme chambre;GCS biologie publique Alsace Nord ;GCS;GCS
7;Septiäme chambre;Centre d'Çtudes et d'expertise sur les risques, l'environnement, la mobilitÇ et l'amÇnagement;EPA;CEREMA
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""UnitÇ de production alimentaire commune ""  ex GROUPEMENT DE COOPERATION SANITAIRE DE MOYENS LOGISTIQUES";;GCS
6;Sixiäme chambre;"GROUPEMENT DE COOPERATION SANITAIRE ""BIOLOGIE MEDICALE DU TRIANGLE ET DER""";GCS;GCS
5;Cinquiäme chambre;"GROUPEMENT DE COOPERATION SOCIALE ET MEDICO SOCIALE ""CESAMES""";;GCSMS
6;Sixiäme chambre;Groupement de coopÇration sanitaire de blanchisserie Ö Vienne ;;GCS
5;Cinquiäme chambre;"GIP ""LORRAINE PARCOURS METIERS""";GIP;LPM
6;Sixiäme chambre;GCS pour un parcours gÇrontologique dans l'agglomÇration Marseillaise;;PGAM
6;Sixiäme chambre;GCS pour la recherche et la formation de santÇ mentale;;RFSM
6;Sixiäme chambre;GCS pharmacie de la patience;;PP
4;Quatriäme chambre;"GIP ""PORTAIL D'ACCES A LA PUBLICITE LEGALE DES ENTREPRISES PPLE.FR";;PPLE
2;Deuxiäme chambre; Concours commun Mines-Ponts;EPSCP;CCMP
6;Sixiäme chambre;GCS de moyen du Clermontois;GCS;GCS
7;Septiäme chambre;AÇroport de La RÇunion - Roland-Garros;;AR
4;Quatriäme chambre;INSTITUT FRANCAIS DU MAROC;;IFM
6;Sixiäme chambre;GCS eurÇlien de psychiatrie infanto-juvÇnile et handicap;;EPIH
3;Troisiäme chambre;GIP Institut d'Auvergne du dÇveloppement des territoires;;IADT
5;Cinquiäme chambre;GCSMS TELEGRIA IDF;;TELEGERIA
6;Sixiäme chambre;GCS de Haute-Saìne;GCS;GCS
6;Sixiäme chambre;GCS services interhospitaliers Cannes-Grasse-Antibes-FrÇjus;GCS;GCS
4;Quatriäme chambre;"GIP ""CONSEIL DEPARTEMENTAL DE L ACCES AU DROIT DES HAUTES PYRENEES""";;CDAD
6;Sixiäme chambre;Groupement de coopÇration sanitaire Achat santÇ en Bretagne ;GCS;GCS
6;Sixiäme chambre;GCS inter-Çtablissement : Vire Manche Calvados;GCS;GCS
6;Sixiäme chambre;GCS pharmacie LigÇrienne;GCS;GCS
6;Sixiäme chambre;GCS DU NORD VAL D'OISE;GCS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire de biologie mÇdical du Nord Val d'Oise;GCS;GCS
7;Septiäme chambre;Ecole d'ingÇnieurs en agriculture - OIER-organisme interÇtablissement du rÇseau des chambres d'agriculture Æ ESITPA, Çcole d'ingÇnieurs en agriculture Ø;;ESITPA
5;Cinquiäme chambre;GCSMS LES EHPAD PUBLICS DE L'ESSONNE;GCSMS;GCSMS
6;Sixiäme chambre;Groupement de coopÇration sanitaire interhospitalier de biologie mÇdicale du Vaucluse;GCS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire stÇrilisation de la vallÇe de l'Arve;GCS;GCS
5;Cinquiäme chambre;GCSMS CLIC REPER'AGE 77;GCSMS;REPER'AGE
3;Troisiäme chambre;AcadÇmie Franáaise;Personne publique;AF
5;Cinquiäme chambre;Groupement d'intÇràt public systäme national d'enregistrement - SNE;GIP;SNE
5;Cinquiäme chambre;"Groupement de coopÇration sociale et mÇdico-sociale ""service d'aide Ö la personne des communes du canton de Port Louis""";NON APU;GCSMS
5;Cinquiäme chambre;Groupement de coopÇration sociale et mÇdico-sociale d'Epinal;NON APU;GCSMS
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Pharmacie interhospitaliäre du Pilat""";NON APU;GCS
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""laboratoire interhospitalier de biologie du Quercy""";GCS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire des Çtablissements de santÇ douessins;NON APU;GCS ESD
6;Sixiäme chambre;Groupement de coopÇration sanitaire Æ Groupe hospitalier Seclin Carvin Ø;GCS;GCS
6;Sixiäme chambre;"Groupement d'intÇràt public "" Institut universitaire du cancer de Toulouse""";GIP;IUCT
6;Sixiäme chambre;Groupement de coopÇration sanitaire logistique Ch Saint-Calais;GCS;GCS
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Groupement de biologie mÇdicale Anne de Beaujeu""";GCS;GCS
6;Sixiäme chambre;GCS DOUAI SOMAIN;GCS;GCS DS
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""TEP Public/PrivÇ de Cornouaille""";GCS;GCS
6;Sixiäme chambre;GCS COOPSIF;GCS;GCS COOPSIF
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Blanchisserie interhospitaliäres ""BIH VALS DE DROME";GCS;BIH
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""RÇseau Bretagne Urgences""";GCS;GCS
3;Troisiäme chambre;UniversitÇ de Montpellier;APU;UM
3;Troisiäme chambre;UniversitÇ de Guyane;APU;UG
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""IRM de Haute Cìte d'Or""";GCS;GCS IRM
7;Septiäme chambre;SNCF;NON APU;SNCF
5;Cinquiäme chambre;Groupement de coopÇration mÇdico-social Institut Claude Pompidou;GCSMS;GCSMS
3;Troisiäme chambre;"Groupement d'intÇràt public ""RÇseau professionnel des enseignants""";NON APU;RPE
7;Septiäme chambre;"Groupement d'intÇràt public ""Groupe de soutien de la mission de prÇfiguration de la MÇtropole du Grand Paris""";NON APU;GSMPMGP
6;Sixiäme chambre;"Groupement d'intÇràt public ""Maison des alolescents de Vaucluse""";NON APU;MAV
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""GCS PUI de la Fecht""";GCS;GCSPUI
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""GCS du Kemberg""";GCS;GCS Kemberg
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Institut de formation des cadres de santÇ du territoire Lyonnais""";GCS;GCS IFCS-TL
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""Groupement inter hospitalier de Blanchisserie Angevin""";GCS;GIBA
6;Sixiäme chambre;"Groupement de coopÇration sanitaire ""GCS restauration VallÇe de la Marne""";GCS;GCSRVM
6;Sixiäme chambre;Groupement de coopÇration sanitaire blanchisserie des hìpitaux de Savoie;GCS;GCS
6;Sixiäme chambre;Groupement de coopÇration sanitaire HACOM;GCS;HACOM
6;Sixiäme chambre;Groupement de coopÇration sanitaire interhospitalier varois d'approvisionnement d'entretien du linge;GCS;GCSIVAL
6;Sixiäme chambre;Groupement de coopÇration sanitaire pharmacie Centre Yonne;GCS;GCS
7;Septiäme chambre;Agence de dÇveloppement d'amÇnagement rural et d'amÇnagement foncier;EPICPUB;ADRAF
6;Sixiäme chambre;"Groupement d'intÇràt public ""santÇ et informatique Limousin Poitou Charentes""";GIP;SILPC
7;Septiäme chambre;Institut agronomique, vÇtÇrinaire et forestier de France;APU;IAVFF
5;Cinquiäme chambre;Agence nationale de contrìle du logement social;APU;ANCOLS
3;Troisiäme chambre;CentraleSupÇlec;APU;CS
7;Septiäme chambre;Chambre de l'agriculture, de la pàche et de l'aquaculture de Mayotte ;EPA;CAPAM
6;Sixiäme chambre;Groupement de coopÇration sanitaire de Blanchisserie Nazelles NÇgron;GCS;GCSB
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ Bourgogne-Franche-ComtÇ (COMUE);EPA-EPCS;UBFC
3;Troisiäme chambre;CommunautÇ d'universitÇs et Çtablissements UniversitÇ CìtÇ d'Azur (COMUE);EPA-EPCS;UCA
